objectid_1,objectid,leg_radam,leg_atual,leg_carga,clas_domi,leg_uveg,nm_uveg,leg_uantr,nm_uantr,leg_contat,nm_contat,veg_pretet,nm_pretet,legenda,shape_leng,shape_area
11980,12053,Acp.F,Acp.F,Acp.F,Acp,,,Acp,Culturas Permanentes,,,F,Floresta Estacional Semidecidual,Acp.F -  Culturas Permanentes em  Floresta Estacional Semidecidual,0.50983,0.00772
11981,12054,Fa,Fa,Fa,Fa,Fa,Floresta Estacional Semidecidual Aluvial,,,,,,,Fa - Floresta Estacional Semidecidual Aluvial,1.15209,0.00703
11982,12055,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.01883,2E-05
11983,12056,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.0253,4E-05
11984,12057,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.08887,0.0004
11985,12058,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.03555,8E-05
11986,12059,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.04334,0.00011
11987,12060,Fa,Fa,Fa,Fa,Fa,Floresta Estacional Semidecidual Aluvial,,,,,,,Fa - Floresta Estacional Semidecidual Aluvial,0.57487,0.00329
11988,12061,Acc.S,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.56593,0.01281
11989,12062,Fa,Fa,Fa,Fa,Fa,Floresta Estacional Semidecidual Aluvial,,,,,,,Fa - Floresta Estacional Semidecidual Aluvial,0.73219,0.00451
11990,12063,Fa,Fa,Fa,Fa,Fa,Floresta Estacional Semidecidual Aluvial,,,,,,,Fa - Floresta Estacional Semidecidual Aluvial,13.10258,0.04629
12032,12105,Fa,Fa,Fa,Fa,Fa,Floresta Estacional Semidecidual Aluvial,,,,,,,Fa - Floresta Estacional Semidecidual Aluvial,1.39477,0.00905
12033,12106,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,4.43373,0.05942
12034,12107,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.0287,5E-05
12035,12108,Fa,Fa,Fa,Fa,Fa,Floresta Estacional Semidecidual Aluvial,,,,,,,Fa - Floresta Estacional Semidecidual Aluvial,0.24466,0.00101
12036,12109,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.27777,0.00199
12037,12110,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.45996,0.00366
12038,12111,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.20439,0.00123
12039,12112,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.32578,0.00387
12040,12113,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,1.45724,0.02298
12041,12114,Fs,Fs,Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,,,,,Fs - Floresta Estacional Semidecidual Submontana,0.34721,0.00499
12042,12115,Fs,Fs,Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,,,,,Fs - Floresta Estacional Semidecidual Submontana,0.10877,0.00076
12043,12116,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.01402,1E-05
12044,12117,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.01989,2E-05
12045,12118,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.02098,3E-05
12046,12119,Fs,Fs,Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,,,,,Fs - Floresta Estacional Semidecidual Submontana,0.59063,0.00499
12047,12120,Fs,Fs,Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,,,,,Fs - Floresta Estacional Semidecidual Submontana,0.01758,2E-05
12048,12121,Fs,Fs,Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,,,,,Fs - Floresta Estacional Semidecidual Submontana,0.01852,2E-05
12049,12122,Fs,Fs,Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,,,,,Fs - Floresta Estacional Semidecidual Submontana,0.03428,7E-05
12050,12123,Fs,Fs,Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,,,,,Fs - Floresta Estacional Semidecidual Submontana,0.1715,0.00093
12051,12124,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.46807,0.00301
12052,12125,Sp,Sp,Sp,Sp,Sp,Savana Parque,,,,,,,Sp - Savana Parque,0.76604,0.00632
12053,12126,Sp,Sp,Sp,Sp,Sp,Savana Parque,,,,,,,Sp - Savana Parque,1.83802,0.02102
12054,12127,Ap2,Ap.SN,Ap.SN,Ap,,,Ap,Pecuria (pastagens),SN,Contato Savana/Floresta Estacional,,,Ap.SN -  Pecuria (pastagens) em Contato Savana/Floresta Estacional,0.32996,0.00258
12055,12128,Sp,Sp,Sp,Sp,Sp,Savana Parque,,,,,,,Sp - Savana Parque,542,0.00608
12056,12129,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.75827,0.0066
12057,12130,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,1878,0.01683
12058,12131,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.0203,3E-05
12059,12132,Fs,Fs,Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,,,,,Fs - Floresta Estacional Semidecidual Submontana,0.20052,0.00143
12060,12133,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,1.6488,0.01895
12061,12134,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.28089,0.00221
12062,12135,Ap2,Ap.SN,Ap.SN,Ap,,,Ap,Pecuria (pastagens),SN,Contato Savana/Floresta Estacional,,,Ap.SN -  Pecuria (pastagens) em Contato Savana/Floresta Estacional,0.82564,0.00896
12063,12136,Ap2,Ap.SN,Ap.SN,Ap,,,Ap,Pecuria (pastagens),SN,Contato Savana/Floresta Estacional,,,Ap.SN -  Pecuria (pastagens) em Contato Savana/Floresta Estacional,2.94248,0.03909
12064,12137,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.89501,0.01437
12065,12138,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.19701,0.00147
12066,12139,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.53866,0.00832
12067,12140,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,2.08617,0.03835
12068,12141,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.32279,0.00341
12069,12142,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,3.6411,0.05048
12070,12143,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.13698,0.00069
12071,12144,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.14878,0.00071
12072,12145,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.07579,0.00025
12073,12146,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.0846,0.00043
12074,12147,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.18069,0.00103
12075,12148,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.3624,0.00319
12076,12149,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.08487,0.00038
12077,12150,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.12141,0.00057
12078,12151,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.08373,0.00038
12079,12152,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.19006,0.00117
12080,12153,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.2929,0.00305
12081,12154,Sp,Sp,Sp,Sp,Sp,Savana Parque,,,,,,,Sp - Savana Parque,0.5026,0.00254
12082,12155,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.90752,0.00865
12083,12156,Acc.S,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.91295,0.01258
12084,12157,Sd2,SNc/Sd,SNc/Sd,Sd,Sd,Savana Florestada,,,SN,Contato Savana/Floresta Estacional,,,SNc/Sd - Savana Florestada  em Contato Savana/Floresta Estacional,0.40546,0.00387
12085,12158,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,9.37337,0.18039
12089,12162,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,1.36933,0.00652
12090,12163,Ap2,Ap.SN,Ap.SN,Ap,,,Ap,Pecuria (pastagens),SN,Contato Savana/Floresta Estacional,,,Ap.SN -  Pecuria (pastagens) em Contato Savana/Floresta Estacional,5.16612,0.08106
12091,12164,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.01986,3E-05
12092,12165,Ap2,Ap.SN,Ap.SN,Ap,,,Ap,Pecuria (pastagens),SN,Contato Savana/Floresta Estacional,,,Ap.SN -  Pecuria (pastagens) em Contato Savana/Floresta Estacional,0.02728,5E-05
12093,12166,Ap2,Ap.SN,Ap.SN,Ap,,,Ap,Pecuria (pastagens),SN,Contato Savana/Floresta Estacional,,,Ap.SN -  Pecuria (pastagens) em Contato Savana/Floresta Estacional,0.0128,1E-05
12094,12167,Ap2,Ap.SN,Ap.SN,Ap,,,Ap,Pecuria (pastagens),SN,Contato Savana/Floresta Estacional,,,Ap.SN -  Pecuria (pastagens) em Contato Savana/Floresta Estacional,0.01585,2E-05
12095,12168,Ap2,Ap.SN,Ap.SN,Ap,,,Ap,Pecuria (pastagens),SN,Contato Savana/Floresta Estacional,,,Ap.SN -  Pecuria (pastagens) em Contato Savana/Floresta Estacional,0.91778,0.01438
12096,12169,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.0829,0.00015
12097,12170,Fa2,SNc/Fa,SNc/Fa,Fa,Fa,Floresta Estacional Semidecidual Aluvial,,,SN,Contato Savana/Floresta Estacional,,,SNc/Fa - Floresta Estacional Semidecidual Aluvial  em Contato Savana/Floresta Estacional,0.87637,0.01152
12098,12171,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.23711,0.00074
12099,12172,Ap2,Ap.SN,Ap.SN,Ap,,,Ap,Pecuria (pastagens),SN,Contato Savana/Floresta Estacional,,,Ap.SN -  Pecuria (pastagens) em Contato Savana/Floresta Estacional,1.45275,0.03988
12100,12173,Ap2,Ap.SN,Ap.SN,Ap,,,Ap,Pecuria (pastagens),SN,Contato Savana/Floresta Estacional,,,Ap.SN -  Pecuria (pastagens) em Contato Savana/Floresta Estacional,1.03754,0.01371
12101,12174,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,0.21046,0.00117
12102,12175,Fs2,SNc/Fs,SNc/Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,SN,Contato Savana/Floresta Estacional,,,SNc/Fs - Floresta Estacional Semidecidual Submontana  em Contato Savana/Floresta Estacional,0.41812,0.00583
12103,12176,Fs2,SNc/Fs,SNc/Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,SN,Contato Savana/Floresta Estacional,,,SNc/Fs - Floresta Estacional Semidecidual Submontana  em Contato Savana/Floresta Estacional,0.36893,0.00413
12104,12177,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,0.81684,0.00527
12105,12178,Fs2,SNc/Fs,SNc/Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,SN,Contato Savana/Floresta Estacional,,,SNc/Fs - Floresta Estacional Semidecidual Submontana  em Contato Savana/Floresta Estacional,0.36086,0.00532
12106,12179,Ap2,Ap.SN,Ap.SN,Ap,,,Ap,Pecuria (pastagens),SN,Contato Savana/Floresta Estacional,,,Ap.SN -  Pecuria (pastagens) em Contato Savana/Floresta Estacional,0.69413,0.00701
12107,12180,Ap2,Ap.SN,Ap.SN,Ap,,,Ap,Pecuria (pastagens),SN,Contato Savana/Floresta Estacional,,,Ap.SN -  Pecuria (pastagens) em Contato Savana/Floresta Estacional,1.62292,0.0351
12108,12181,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.27553,0.00406
12109,12182,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.22371,0.00315
12110,12183,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,1.19236,0.01116
12111,12184,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.55326,0.00489
12112,12185,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.10356,0.00065
12113,12186,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.40707,0.0036
12114,12187,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.19367,0.00119
12115,12188,Sp,Sp,Sp,Sp,Sp,Savana Parque,,,,,,,Sp - Savana Parque,0.82712,0.00568
12116,12189,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.55753,0.00429
12117,12190,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,1.31526,0.01567
12118,12191,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.24315,0.0015
12119,12192,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.23071,0.00174
12120,12193,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.45785,0.00321
12121,12194,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.24579,0.00124
12122,12195,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.10713,0.00064
12123,12196,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.13176,0.00087
12124,12197,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.12834,0.00083
12125,12198,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,0.09654,0.00022
12127,12200,Sd2,SNc/Sd,SNc/Sd,Sd,Sd,Savana Florestada,,,SN,Contato Savana/Floresta Estacional,,,SNc/Sd - Savana Florestada  em Contato Savana/Floresta Estacional,0.1618,0.00124
12128,12201,Sd2,SNc/Sd,SNc/Sd,Sd,Sd,Savana Florestada,,,SN,Contato Savana/Floresta Estacional,,,SNc/Sd - Savana Florestada  em Contato Savana/Floresta Estacional,0.36656,0.00241
12129,12202,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.14111,0.00079
12130,12203,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.08351,0.00046
12131,12204,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.06768,0.00031
12132,12205,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,1.82791,0.01658
12133,12206,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.14805,0.00127
12134,12207,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.32951,2
12135,12208,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.69041,0.00698
12136,12209,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.85749,0.00778
12137,12210,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.13101,0.00111
12138,12211,Ap2,Ap.SN,Ap.SN,Ap,,,Ap,Pecuria (pastagens),SN,Contato Savana/Floresta Estacional,,,Ap.SN -  Pecuria (pastagens) em Contato Savana/Floresta Estacional,0.64532,0.01027
12139,12212,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.23606,0.00158
12140,12213,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.18702,0.0018
12141,12214,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,0.59831,0.01516
12142,12215,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.29231,0.0025
12145,12218,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.83321,0.01626
12146,12219,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.59388,0.00574
12147,12220,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.16423,0.00133
12149,12222,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,0.38569,0.00868
12150,12223,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,0.77989,0.02077
12151,12224,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.01593,2E-05
12152,12225,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.01138,1E-05
12153,12226,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.58966,0.0055
12154,12227,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.20337,0.00134
12155,12228,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.2333,0.00331
12156,12229,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,1.60873,0.01791
12157,12230,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,1.08733,0.01187
12158,12231,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.67411,0.00526
12159,12232,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.76529,0.00539
12160,12233,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.65037,0.00474
12161,12234,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.32599,0.00327
12162,12235,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.23569,0.0013
12163,12236,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.2764,0.00163
12164,12237,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.10755,0.0006
12165,12238,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.07096,0.00033
12166,12239,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.17603,0.00111
12167,12240,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.24203,0.00287
12168,12241,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.33725,0.0018
12169,12242,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.05581,0.00016
12170,12243,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.08535,0.00034
12171,12244,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.22345,0.00123
12172,12245,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.44867,0.00281
12173,12246,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.19904,0.00133
12174,12247,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.14977,0.00063
12175,12248,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.13255,0.00051
12176,12249,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.0695,0.00031
12177,12250,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.25975,0.00135
12178,12251,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.19487,0.00139
12179,12252,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.29905,0.00164
12180,12253,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.12876,1
12181,12254,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.37186,0.0022
12182,12255,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.08611,0.00034
12183,12256,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.09983,0.0005
12184,12257,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.20889,0.00127
12185,12258,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.09227,0.00049
12186,12259,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.14962,0.00118
12187,12260,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.54475,0.00389
12188,12261,Sa,Sa,Sa,Sa,Sa,Savana Arborizada,,,,,,,Sa - Savana Arborizada,0.27341,0.00115
12189,12262,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.40255,0.00278
12190,12263,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.44174,0.00389
12191,12264,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.5878,0.00576
12192,12265,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.10628,0.00049
12193,12266,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.87346,0.01092
12194,12267,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.40134,0.00337
12195,12268,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.12978,0.00089
12196,12269,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.76154,0.00501
12197,12270,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.2344,0.00159
12198,12271,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,3.73085,0.03277
12199,12272,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.54956,0.00523
12200,12273,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.14876,0.00092
12201,12274,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.22798,0.00252
12202,12275,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.80033,0.01006
12203,12276,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,2531,0.02804
12204,12277,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,1.05837,0.01904
12205,12278,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.52612,0.00277
12206,12279,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.73846,0.0077
12207,12280,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,0.54791,0.0113
12208,12281,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,0.27381,0.00343
12209,12282,Re.F,Re.F,Re.F,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,F,Floresta Estacional Semidecidual,Re.F -  Florestamento/Reflorestamento com Eucaliptos em  Floresta Estacional Semidecidual,0.08935,0.00036
12210,12283,Rp.F,Rp.F,Rp.F,Rp,,,Rp,Florestamento/Reflorestamento com Pinus,,,F,Floresta Estacional Semidecidual,Rp.F -  Florestamento/Reflorestamento com Pinus em  Floresta Estacional Semidecidual,0.08555,0.00041
12211,12284,Ap2,Ap.SN,Ap.SN,Ap,,,Ap,Pecuria (pastagens),SN,Contato Savana/Floresta Estacional,,,Ap.SN -  Pecuria (pastagens) em Contato Savana/Floresta Estacional,0.30465,0.00417
12212,12285,Sd2,SNc/Sd,SNc/Sd,Sd,Sd,Savana Florestada,,,SN,Contato Savana/Floresta Estacional,,,SNc/Sd - Savana Florestada  em Contato Savana/Floresta Estacional,0.45606,0.00683
12213,12286,Ap2,Ap.SN,Ap.SN,Ap,,,Ap,Pecuria (pastagens),SN,Contato Savana/Floresta Estacional,,,Ap.SN -  Pecuria (pastagens) em Contato Savana/Floresta Estacional,0.24553,0.00335
12214,12287,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.19522,0.00167
12215,12288,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.27548,0.00199
12216,12289,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,1.60849,0.01403
12217,12290,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.02654,4E-05
12218,12291,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,22,3E-05
